,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,CLASS
10,0.06285568,0.043375287,-0.055054218,-0.07669124,0.5768217,0.36796218,0.93483615,0.26060742,0.4907261,-0.11037806,0.17986949,0.024452854,-0.4095577,-0.18924803,-0.0130231045,0.22398192,0.20172788,0.22315271,0.20620905,0.0011442984,0.032204293,0.41726172,0.12926781,0.05235836,0.31047565,0.2368381,-0.120224416,0.92102873,-0.022383647,-0.0047206283,-0.76668596,-0.30140325,0.32290784,0.13361436,0.09026736,0.29154247,0.44562885,0.29163674,-0.20717269,0.14104488,-0.11855197,-0.31712425,0.023131024,-0.3349107,0.0340695,-0.27421516,-0.06733669,0.055878133,-0.32049727,0.018249825,0.010935772,0.5095524,0.080650635,0.08947277,-0.5676665,0.45254248,-0.22780204,0.4714952,-0.2899914,0.097740605,0.7280805,0.26491264,-0.69983625,-0.034376375,-0.01924648,0.109211236,-0.2565399,0.3843019,-0.5446631,0.044494804,0.27842677,-0.26867393,-0.07883857,0.5742655,-0.29810643,-0.3690075,-0.28925243,-0.19076523,0.14100926,-0.43040696,-0.28757685,0.10274384,-0.033820763,0.45656475,0.36239815,0.34940797,-0.021980051,0.33587077,-0.4835044,-0.29632264,0.1738517,-0.37366214,0.17708929,0.042611264,-0.49505585,0.041031055,-0.18367602,0.16211396,-0.20794325,-0.1504205,1
11,0.048668545,0.03375564,-0.041749537,-0.0592771,0.4485304,0.2847034,0.72609854,0.20205438,0.38017195,-0.08618805,0.1403292,0.019518355,-0.31903204,-0.14432909,-0.009647297,0.17508057,0.15496159,0.1737107,0.16088308,0.0046853535,0.025513038,0.32403645,0.099155284,0.03930552,0.24152361,0.1855177,-0.093295395,0.7173968,-0.016608324,-0.0031801208,-0.5979395,-0.23395093,0.25021434,0.10415111,0.07082833,0.22514886,0.34786645,0.22650678,-0.15936916,0.11118089,-0.09398262,-0.24689953,0.018177157,-0.26351622,0.026347175,-0.21522625,-0.051731084,0.043697193,-0.24909274,0.015973188,0.006918201,0.39535964,0.06276095,0.07045992,-0.44143283,0.351334,-0.17812514,0.36675465,-0.22652844,0.07567313,0.56771225,0.20487167,-0.5435078,-0.026816757,-0.014073791,0.08634028,-0.20173034,0.30115172,-0.4231551,0.03356767,0.21722384,-0.20935358,-0.059496123,0.44823572,-0.23153128,-0.28779617,-0.22389276,-0.14780542,0.11036412,-0.33625454,-0.22535229,0.07779116,-0.026154041,0.35392296,0.281292,0.270752,-0.017445643,0.2612677,-0.37627563,-0.23111343,0.13622403,-0.29088402,0.13435476,0.03532155,-0.38616544,0.03147388,-0.14346488,0.12787299,-0.16368319,-0.11874574,1
12,0.05616497,0.039911725,-0.04517877,-0.05643512,0.48277268,0.30750382,0.7965375,0.21261145,0.41380328,-0.09363334,0.15045382,0.021039046,-0.34721935,-0.16026074,-0.013485981,0.19832185,0.17394322,0.19129425,0.1680506,0.004746824,0.028601917,0.34664586,0.11065564,0.048786253,0.25716475,0.20880608,-0.09786182,0.79135567,-0.015241092,-0.0018258049,-0.65434843,-0.27224147,0.27248898,0.1115654,0.077887654,0.24840803,0.3872986,0.24733904,-0.16744673,0.12153449,-0.11401977,-0.26552317,0.016047237,-0.29636922,0.03560379,-0.23120876,-0.052130695,0.058711775,-0.27573103,0.02008093,0.006086672,0.42127365,0.06437485,0.07143296,-0.4780417,0.38521034,-0.19653496,0.40246862,-0.25327498,0.082827464,0.62455,0.22247505,-0.599677,-0.022367628,-0.012523967,0.09660837,-0.2262763,0.3398066,-0.46604082,0.026472585,0.23653331,-0.23299152,-0.05883695,0.4848286,-0.24958058,-0.31418642,-0.24917822,-0.16661382,0.12136012,-0.36525142,-0.24821255,0.08452418,-0.03191602,0.3869426,0.31073046,0.3022616,-0.021584354,0.28515506,-0.41217607,-0.2516916,0.14662504,-0.318255,0.14771324,0.040108487,-0.41882697,0.03819785,-0.15545352,0.14245038,-0.18244955,-0.13447458,1
13,0.047277134,0.030198365,-0.037100058,-0.05411504,0.40989217,0.26006785,0.66440266,0.18659109,0.34554496,-0.07697437,0.13200288,0.015331765,-0.2919176,-0.12901787,-0.008839183,0.15846322,0.13811623,0.1606818,0.14949651,0.0033321774,0.02365165,0.29954693,0.0934645,0.034808,0.22402366,0.16504616,-0.08169757,0.65782326,-0.01426737,-0.0035565738,-0.5433447,-0.213796,0.23013498,0.097890936,0.06128688,0.20625983,0.31934297,0.20779425,-0.14603838,0.10111163,-0.0846544,-0.22703479,0.01353991,-0.24128814,0.021717727,-0.19366188,-0.05090497,0.042964082,-0.22973241,0.012241895,0.0076615363,0.3666335,0.05979666,0.06552584,-0.40679607,0.32369545,-0.15825944,0.33613518,-0.20679212,0.070121646,0.51958895,0.18681145,-0.4956611,-0.026285509,-0.014800615,0.081949554,-0.18403615,0.27390957,-0.38668117,0.028192306,0.19897331,-0.19431122,-0.055199105,0.41060004,-0.21055119,-0.26290944,-0.200375,-0.13394217,0.10261067,-0.30837715,-0.20386142,0.07071566,-0.024103582,0.32349262,0.25630552,0.24637006,-0.016113142,0.24341321,-0.3434517,-0.21273023,0.1246736,-0.26685667,0.12677355,0.031125426,-0.35218063,0.032374963,-0.13116302,0.1132916,-0.15158819,-0.11309689,1
14,0.047117162,0.032703396,-0.04235149,-0.051743336,0.42306075,0.26824468,0.6886827,0.1871724,0.36091152,-0.083036825,0.1317137,0.01879974,-0.30125326,-0.13786882,-0.010860579,0.16819681,0.14822379,0.16558026,0.14976375,0.0066563906,0.026426272,0.30210844,0.09564747,0.04032927,0.22433046,0.17686187,-0.085580215,0.6832382,-0.013034195,-0.0013305106,-0.5667752,-0.23106775,0.23717795,0.09848628,0.06475402,0.21530943,0.3331603,0.21560028,-0.14760211,0.10598652,-0.09428269,-0.2315086,0.015125112,-0.2548842,0.026910344,-0.20106634,-0.04637419,0.04850944,-0.23997104,0.015615952,0.006626789,0.36830014,0.059892155,0.06322466,-0.41602442,0.33249658,-0.16880882,0.34703067,-0.21673115,0.07034214,0.54005915,0.19174318,-0.516983,-0.022796953,-0.012272076,0.08324546,-0.19454436,0.29060465,-0.40209392,0.025830725,0.20622201,-0.2002687,-0.05312097,0.4229608,-0.2174724,-0.27273595,-0.2154712,-0.14171715,0.10423523,-0.31779075,-0.21292043,0.07209752,-0.027687859,0.3334525,0.26939195,0.25970945,-0.018784912,0.24798977,-0.35603017,-0.21810207,0.12555319,-0.2765315,0.12770516,0.03390806,-0.36184534,0.034390025,-0.13318391,0.121190436,-0.15542285,-0.11662317,1
15,0.05241447,0.0334868,-0.044437133,-0.061827917,0.46812248,0.2961296,0.7508998,0.2113421,0.39589337,-0.08916132,0.14639094,0.021767847,-0.33408242,-0.14894135,-0.009229409,0.18472445,0.16267054,0.1757399,0.16385022,0.002111626,0.030158943,0.3356362,0.10257624,0.039042722,0.24850228,0.19236456,-0.09672739,0.74261856,-0.017946463,-0.000953574,-0.6215472,-0.24328457,0.2609795,0.10676891,0.0746842,0.23326953,0.36378837,0.23254544,-0.16858068,0.11375151,-0.09772543,-0.25382584,0.018934805,-0.27195743,0.028814455,-0.21972883,-0.05440708,0.042225692,-0.2558154,0.014299866,0.0051355236,0.40852955,0.06632519,0.0733623,-0.4607279,0.36442387,-0.18458949,0.37880105,-0.23267974,0.0777247,0.5896111,0.21418884,-0.56128466,-0.025177354,-0.015298711,0.09078123,-0.20712301,0.30984193,-0.43844995,0.035067473,0.2236777,-0.21574512,-0.06435693,0.4640345,-0.23690772,-0.29791343,-0.229687,-0.15226302,0.11669968,-0.34809828,-0.23406485,0.080172814,-0.027995959,0.3677714,0.29270113,0.28408828,-0.020176115,0.26968226,-0.38806555,-0.24235791,0.1398593,-0.30118927,0.14067501,0.03632107,-0.4012933,0.0330205,-0.1496018,0.1354141,-0.1672317,-0.12155844,1
16,0.06316789,0.041239075,-0.05177327,-0.069239855,0.55032015,0.35504958,0.89281064,0.24865875,0.4719371,-0.1067334,0.17345777,0.026441053,-0.39819956,-0.17316425,-0.011558639,0.21853225,0.19373804,0.21431224,0.19842403,0.009058023,0.030230902,0.3964764,0.12305923,0.0474731,0.2984206,0.23504743,-0.114446804,0.8887919,-0.02076782,0.00045857474,-0.74017525,-0.2919617,0.30971056,0.12949017,0.08440757,0.27885693,0.42851377,0.28067783,-0.19743778,0.13789436,-0.11694111,-0.30355024,0.020885695,-0.32824045,0.03875348,-0.26324633,-0.06478507,0.04994203,-0.30491304,0.019163009,0.00817685,0.48211846,0.07804787,0.08941837,-0.54291344,0.43168876,-0.21948984,0.45251572,-0.28276944,0.09052453,0.7036583,0.25014406,-0.6696671,-0.031865813,-0.016633097,0.106425874,-0.25161305,0.37581822,-0.5224849,0.044045195,0.27024567,-0.25692242,-0.071818694,0.55317116,-0.282816,-0.35747188,-0.27979845,-0.18213767,0.13351703,-0.41503167,-0.27737588,0.097556464,-0.032769516,0.43549043,0.35028335,0.33694226,-0.020527948,0.3193315,-0.46621466,-0.2853143,0.16965908,-0.35721064,0.16221507,0.043965153,-0.4803069,0.039565682,-0.18127376,0.16230097,-0.19735652,-0.14489207,0
17,0.057956804,0.039524257,-0.04722838,-0.060327344,0.5032259,0.31812367,0.8216481,0.22314076,0.42456588,-0.09919324,0.15784982,0.023395747,-0.35994634,-0.16146058,-0.01478803,0.20171428,0.17932454,0.19296993,0.17370948,0.0048363684,0.031098634,0.35936213,0.11335172,0.04761753,0.27026135,0.21368098,-0.101554655,0.8124846,-0.013365848,-0.0025745253,-0.6749014,-0.2745552,0.2809171,0.112981476,0.07989362,0.25210333,0.39491522,0.25587335,-0.17479812,0.12595013,-0.113454305,-0.2750064,0.018687697,-0.30391797,0.033804953,-0.2402331,-0.055108033,0.05505191,-0.2794729,0.020440726,0.009026501,0.43794313,0.0717775,0.07520789,-0.4966411,0.39824465,-0.20007572,0.4168771,-0.25780505,0.08293562,0.6409369,0.2258368,-0.6153518,-0.02414557,-0.014010009,0.10098928,-0.23223671,0.34580177,-0.47944832,0.0311198,0.24420801,-0.23678498,-0.0629257,0.5013429,-0.25771767,-0.32603928,-0.2529609,-0.16765499,0.12454887,-0.37789568,-0.253404,0.086333826,-0.033435114,0.40006894,0.3187704,0.31142253,-0.018345574,0.29316387,-0.42410415,-0.25981015,0.15143147,-0.32698357,0.14898844,0.042067003,-0.43341762,0.03698034,-0.16073534,0.14421222,-0.18514906,-0.13566805,1
18,0.037153643,0.02724252,-0.029227605,-0.035691705,0.31633934,0.2019893,0.5225486,0.13913375,0.27109456,-0.064273514,0.09866896,0.015923416,-0.22774428,-0.10410186,-0.011194293,0.13048424,0.11654217,0.123045795,0.10839602,0.0043095807,0.01916364,0.22802967,0.07025025,0.031117953,0.17137174,0.13827424,-0.06391231,0.51856273,-0.005208481,-7.7686585e-05,-0.42724907,-0.17621772,0.17971335,0.07048651,0.049334977,0.16058122,0.25444877,0.1621662,-0.10910051,0.08059967,-0.073096685,-0.17406589,0.0126339225,-0.19414295,0.020942563,-0.14960437,-0.035355434,0.036355242,-0.1800245,0.01142855,0.005161867,0.27811107,0.044432968,0.046279922,-0.31379542,0.25132367,-0.12820396,0.26480237,-0.16255863,0.05131066,0.41038778,0.1447054,-0.39284942,-0.016737126,-0.008260962,0.06616382,-0.14975661,0.22238511,-0.3044225,0.015690172,0.15503144,-0.1515023,-0.04094973,0.31664684,-0.16273843,-0.20674147,-0.16327757,-0.105316736,0.08118223,-0.24098133,-0.16181897,0.055337206,-0.021388615,0.2511123,0.20338124,0.1979454,-0.012133319,0.18616468,-0.26993388,-0.1666891,0.09353245,-0.20728166,0.0963914,0.027988004,-0.27447852,0.02637527,-0.10073686,0.09366623,-0.12190434,-0.086822726,1
19,0.040455036,0.025839178,-0.03355292,-0.046217024,0.35667408,0.22637855,0.5732733,0.16050468,0.301308,-0.06830191,0.112032086,0.015950004,-0.254935,-0.113610044,-0.005780465,0.14163993,0.12509307,0.13612477,0.1252353,0.0023881975,0.021998651,0.25557166,0.07824381,0.030584672,0.19039713,0.14758304,-0.0734644,0.5670921,-0.0128629245,-0.000654922,-0.47493145,-0.18668768,0.19860877,0.082432754,0.05691061,0.17772572,0.27730903,0.1779411,-0.12744702,0.08683607,-0.07467631,-0.19324303,0.014248564,-0.20952505,0.021748384,-0.16840604,-0.04053604,0.03301776,-0.19496219,0.011156095,0.0030894226,0.31102234,0.050098978,0.055849936,-0.3490856,0.2794756,-0.14080407,0.28953356,-0.17865178,0.059542842,0.45115647,0.16134116,-0.42891794,-0.019137954,-0.010814324,0.06988506,-0.15910777,0.23840593,-0.33513066,0.026667792,0.17154686,-0.16353823,-0.048461623,0.35364455,-0.18099983,-0.22686674,-0.17677514,-0.11689554,0.0882459,-0.2662608,-0.17863268,0.061067164,-0.02210645,0.28043625,0.22373755,0.21781349,-0.013413972,0.20464908,-0.29662606,-0.18541728,0.107784696,-0.22953567,0.10578782,0.028689714,-0.30682755,0.02531009,-0.114443235,0.10359102,-0.12676242,-0.09338454,1
